1,0,0,1
2,0,43,1
3,0,72,1
4,0,102,1
5,0,101,1
6,0,129,1
7,0,156,1
8,0,190,1
9,0,215,1
10,0,250,1
11,0,284,1
12,0,310,1
13,0,335,1
14,0,359,1
15,0,379,1
16,0,402,1
17,0,430,1
18,0,451,1
19,0,450,1
20,0,468,1
21,0,489,1
22,0,512,1
23,0,534,1
24,0,551,1
25,0,565,1
26,0,577,1
27,0,592,1
28,0,606,1
29,0,615,1
30,0,628,1
31,0,638,1
32,0,653,1
33,0,659,1
34,0,657,1
35,0,691,1
37,0,703,2
38,0,702,2
39,0,708,2
40,0,707,2
41,0,659,2
42,0,595,2
43,0,592,2
44,0,592,2
45,0,591,2
46,0,587,2
47,0,585,2
48,0,486,2
49,0,477,2
50,0,472,2
51,0,466,2
52,0,469,2
53,0,455,2
54,0,447,2
55,0,440,2
56,0,433,2
57,0,348,2
58,0,345,2
59,0,343,2
60,0,319,2
61,0,320,2
62,0,322,2
63,0,306,2
64,0,307,2
65,0,306,2
66,0,297,2
67,0,272,2
68,0,269,2
69,0,227,2
70,0,228,2
71,0,216,2
72,0,218,2
73,0,219,2
74,0,195,2
75,0,193,2
76,0,184,2
77,0,185,2
78,0,173,2
79,0,159,2
80,0,182,2
81,0,208,2
82,0,230,2
83,0,251,2
84,0,275,2
85,0,298,2
86,0,324,2
87,0,341,2
88,0,357,2
89,0,372,2
90,0,390,2
91,0,404,2
92,0,420,2
93,0,432,2
94,0,445,2
95,0,460,2
96,0,477,2
97,0,490,2
98,0,503,2
99,0,510,2
100,0,517,2
101,0,532,2
102,0,538,2
103,0,546,2
104,0,556,2
105,0,562,2
106,0,566,2
107,0,571,2
108,0,569,2
109,0,550,2
110,0,552,2
111,0,553,2
112,0,552,2
113,0,554,2
114,0,554,2
115,0,554,2
116,0,556,2
117,0,556,2
118,0,556,2
119,0,557,2
120,0,558,2
121,0,558,2
122,0,559,2
123,0,558,2
124,0,560,2
125,0,561,2
126,0,560,2
127,0,560,2
128,0,560,2
129,0,558,2
130,0,558,2
131,0,560,2
132,0,561,2
133,0,559,2
134,0,546,2
135,0,546,2
136,0,546,2
137,0,548,2
138,0,548,2
139,0,548,2
140,0,547,2
141,0,548,2
142,0,547,2
143,0,549,2
144,0,550,2
145,0,549,2
146,0,548,2
147,0,550,2
148,0,551,2
149,0,549,2
150,0,548,2
151,0,539,2
152,0,538,2
153,0,537,2
154,0,537,2
155,0,537,2
156,0,539,2
157,0,540,2
158,0,515,2
159,0,504,2
160,0,501,2
161,0,446,2
162,0,447,2
163,0,447,2
164,0,448,2
165,0,435,2
166,0,434,2
167,0,436,2
168,0,436,2
169,0,426,2
170,0,422,2
171,0,421,2
172,0,421,2
173,0,417,2
174,0,351,2
175,0,331,2
176,0,326,2
177,0,328,2
178,0,325,2
179,0,288,2
180,0,285,2
181,0,284,2
182,0,260,2
183,0,263,2
184,0,265,2
185,0,254,2
186,0,256,2
187,0,255,2
188,0,227,2
189,0,226,2
190,0,227,2
191,0,228,2
192,0,211,2
193,0,205,2
194,0,202,2
195,0,204,2
196,0,198,2
197,0,183,2
